InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
543996,22668,PINK BABY BUNTING,5,2/15/2011 10:46,2.95,15811.0,United Kingdom
543996,22570,FELTCRAFT CUSHION RABBIT,4,2/15/2011 10:46,3.75,15811.0,United Kingdom
543996,22569,FELTCRAFT CUSHION BUTTERFLY,4,2/15/2011 10:46,3.75,15811.0,United Kingdom
543996,85144,JARDIN ETCHED GLASS CHEESE DISH,2,2/15/2011 10:46,7.25,15811.0,United Kingdom
543996,21534,DAIRY MAID LARGE MILK JUG,3,2/15/2011 10:46,4.95,15811.0,United Kingdom
543997,21497,FANCY FONTS BIRTHDAY WRAP,25,2/15/2011 10:49,0.42,17348.0,United Kingdom
543997,21094,SET/6 RED SPOTTY PAPER PLATES,5,2/15/2011 10:49,0.85,17348.0,United Kingdom
543997,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,2,2/15/2011 10:49,0.85,17348.0,United Kingdom
543997,17003,BROCADE RING PURSE ,36,2/15/2011 10:49,0.29,17348.0,United Kingdom
543997,21086,SET/6 RED SPOTTY PAPER CUPS,4,2/15/2011 10:49,0.65,17348.0,United Kingdom
543997,22636,CHILDS BREAKFAST SET CIRCUS PARADE,1,2/15/2011 10:49,8.5,17348.0,United Kingdom
543997,22988,SOLDIERS EGG CUP ,15,2/15/2011 10:49,1.25,17348.0,United Kingdom
543997,21584,RETROSPOT SMALL TUBE MATCHES,1,2/15/2011 10:49,1.65,17348.0,United Kingdom
543997,16237,SLEEPING CAT ERASERS,15,2/15/2011 10:49,0.21,17348.0,United Kingdom
543997,21328,BALLOONS  WRITING SET ,1,2/15/2011 10:49,1.65,17348.0,United Kingdom
543997,21329,DINOSAURS  WRITING SET ,1,2/15/2011 10:49,1.65,17348.0,United Kingdom
543997,22331,WOODLAND PARTY BAG + STICKER SET,2,2/15/2011 10:49,1.65,17348.0,United Kingdom
543997,22334,DINOSAUR PARTY BAG + STICKER SET,2,2/15/2011 10:49,1.65,17348.0,United Kingdom
543997,21985,PACK OF 12 HEARTS DESIGN TISSUES ,1,2/15/2011 10:49,0.29,17348.0,United Kingdom
543997,21981,PACK OF 12 WOODLAND TISSUES ,1,2/15/2011 10:49,0.29,17348.0,United Kingdom
543997,22614,PACK OF 12 SPACEBOY TISSUES,1,2/15/2011 10:49,0.29,17348.0,United Kingdom
543997,84228,HEN HOUSE W CHICK STANDING,3,2/15/2011 10:49,0.42,17348.0,United Kingdom
543997,22934,BAKING MOULD EASTER EGG WHITE CHOC,1,2/15/2011 10:49,2.95,17348.0,United Kingdom
543997,16161U,WRAP SUKI AND FRIENDS,25,2/15/2011 10:49,0.42,17348.0,United Kingdom
543997,35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,1,2/15/2011 10:49,1.25,17348.0,United Kingdom
543997,22817,CARD SUKI BIRTHDAY,12,2/15/2011 10:49,0.42,17348.0,United Kingdom
543997,22906,12 MESSAGE CARDS WITH ENVELOPES,2,2/15/2011 10:49,1.65,17348.0,United Kingdom
543997,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,12,2/15/2011 10:49,0.42,17348.0,United Kingdom
543997,84218,BOX/12 CHICK & EGG IN BASKET,1,2/15/2011 10:49,1.95,17348.0,United Kingdom
543997,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,1,2/15/2011 10:49,1.25,17348.0,United Kingdom
543997,21439,BASKET OF TOADSTOOLS,2,2/15/2011 10:49,1.25,17348.0,United Kingdom
543997,20723,STRAWBERRY CHARLOTTE BAG,1,2/15/2011 10:49,0.85,17348.0,United Kingdom
543997,22968,ROSE COTTAGE KEEPSAKE BOX ,1,2/15/2011 10:49,9.95,17348.0,United Kingdom
543997,22147,FELTCRAFT BUTTERFLY HEARTS,2,2/15/2011 10:49,1.45,17348.0,United Kingdom
543997,22355,CHARLOTTE BAG SUKI DESIGN,2,2/15/2011 10:49,0.85,17348.0,United Kingdom
543997,21640,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,3,2/15/2011 10:49,0.85,17348.0,United Kingdom
543997,21641,ASSORTED TUTTI FRUTTI KEYRING BALL,3,2/15/2011 10:49,0.85,17348.0,United Kingdom
543997,21644,ASSORTED TUTTI FRUTTI HEART BOX,3,2/15/2011 10:49,1.25,17348.0,United Kingdom
543997,20986,BLUE CALCULATOR RULER,6,2/15/2011 10:49,1.25,17348.0,United Kingdom
543997,22966,GINGERBREAD MAN COOKIE CUTTER,1,2/15/2011 10:49,1.25,17348.0,United Kingdom
543997,22139,RETROSPOT TEA SET CERAMIC 11 PC ,4,2/15/2011 10:49,4.95,17348.0,United Kingdom
543998,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,60,2/15/2011 10:52,0.85,18093.0,United Kingdom
543998,22970,LONDON BUS COFFEE MUG,36,2/15/2011 10:52,2.1,18093.0,United Kingdom
543998,22971,QUEENS GUARD COFFEE MUG,36,2/15/2011 10:52,2.1,18093.0,United Kingdom
543998,21326,AGED GLASS SILVER T-LIGHT HOLDER,96,2/15/2011 10:52,0.65,18093.0,United Kingdom
C544034,21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,-1,2/15/2011 11:28,0.85,14701.0,United Kingdom
C544034,21626,VINTAGE UNION JACK PENNANT,-2,2/15/2011 11:28,1.95,14701.0,United Kingdom
C544034,22197,SMALL POPCORN HOLDER,-1,2/15/2011 11:28,0.85,14701.0,United Kingdom
C544034,22553,PLASTERS IN TIN SKULLS,-1,2/15/2011 11:28,1.65,14701.0,United Kingdom
C544034,85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,-1,2/15/2011 11:28,4.25,14701.0,United Kingdom
C544034,21743,STAR PORTABLE TABLE LIGHT ,-5,2/15/2011 11:28,2.95,14701.0,United Kingdom
544035,48185,DOORMAT FAIRY CAKE,2,2/15/2011 11:30,7.95,13893.0,United Kingdom
544035,48138,DOORMAT UNION FLAG,2,2/15/2011 11:30,7.95,13893.0,United Kingdom
544035,22692,DOORMAT WELCOME TO OUR HOME,2,2/15/2011 11:30,7.95,13893.0,United Kingdom
544035,48188,DOORMAT WELCOME PUPPIES,2,2/15/2011 11:30,7.95,13893.0,United Kingdom
544035,48129,DOORMAT TOPIARY,2,2/15/2011 11:30,7.95,13893.0,United Kingdom
544035,48184,DOORMAT ENGLISH ROSE ,2,2/15/2011 11:30,7.95,13893.0,United Kingdom
544035,21621,VINTAGE UNION JACK BUNTING,36,2/15/2011 11:30,8.5,13893.0,United Kingdom
544035,22357,KINGS CHOICE BISCUIT TIN,12,2/15/2011 11:30,3.75,13893.0,United Kingdom
544035,22358,KINGS CHOICE TEA CADDY ,6,2/15/2011 11:30,2.95,13893.0,United Kingdom
544035,21622,VINTAGE UNION JACK CUSHION COVER,4,2/15/2011 11:30,4.95,13893.0,United Kingdom
544035,22507,MEMO BOARD RETROSPOT  DESIGN,4,2/15/2011 11:30,4.95,13893.0,United Kingdom
544035,21623,VINTAGE UNION JACK MEMOBOARD,4,2/15/2011 11:30,9.95,13893.0,United Kingdom
544035,22084,PAPER CHAIN KIT EMPIRE,40,2/15/2011 11:30,2.55,13893.0,United Kingdom
544035,21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,48,2/15/2011 11:30,0.85,13893.0,United Kingdom
544035,21524,DOORMAT SPOTTY HOME SWEET HOME,2,2/15/2011 11:30,7.95,13893.0,United Kingdom
544035,84997D,PINK 3 PIECE POLKADOT CUTLERY SET,4,2/15/2011 11:30,4.15,13893.0,United Kingdom
544035,84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,4,2/15/2011 11:30,4.15,13893.0,United Kingdom
544035,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,4,2/15/2011 11:30,4.15,13893.0,United Kingdom
544035,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,4,2/15/2011 11:30,4.15,13893.0,United Kingdom
544035,22424,ENAMEL BREAD BIN CREAM,2,2/15/2011 11:30,12.75,13893.0,United Kingdom
544035,22795,SWEETHEART RECIPE BOOK STAND,4,2/15/2011 11:30,6.75,13893.0,United Kingdom
544036,22423,REGENCY CAKESTAND 3 TIER,16,2/15/2011 11:30,10.95,17315.0,United Kingdom
544036,22795,SWEETHEART RECIPE BOOK STAND,2,2/15/2011 11:30,6.75,17315.0,United Kingdom
544037,21662,VINTAGE GLASS COFFEE CADDY,3,2/15/2011 11:31,5.95,14961.0,United Kingdom
544037,20754,RETROSPOT RED WASHING UP GLOVES,6,2/15/2011 11:31,2.1,14961.0,United Kingdom
544037,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,2/15/2011 11:31,2.95,14961.0,United Kingdom
544037,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,2/15/2011 11:31,0.85,14961.0,United Kingdom
544037,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,2/15/2011 11:31,1.45,14961.0,United Kingdom
544037,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2/15/2011 11:31,0.55,14961.0,United Kingdom
544037,21531,RED RETROSPOT SUGAR JAM BOWL,6,2/15/2011 11:31,2.55,14961.0,United Kingdom
544037,21533,RETROSPOT LARGE MILK JUG,3,2/15/2011 11:31,4.95,14961.0,United Kingdom
544037,22072,RED RETROSPOT TEA CUP AND SAUCER ,8,2/15/2011 11:31,3.75,14961.0,United Kingdom
544037,22073,RED RETROSPOT STORAGE JAR,4,2/15/2011 11:31,3.75,14961.0,United Kingdom
544037,22348,TEA BAG PLATE RED RETROSPOT,24,2/15/2011 11:31,0.85,14961.0,United Kingdom
544037,22508,DOORSTOP RETROSPOT HEART,4,2/15/2011 11:31,3.75,14961.0,United Kingdom
544037,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,2/15/2011 11:31,1.49,14961.0,United Kingdom
544037,22667,RECIPE BOX RETROSPOT ,6,2/15/2011 11:31,2.95,14961.0,United Kingdom
544037,22795,SWEETHEART RECIPE BOOK STAND,6,2/15/2011 11:31,6.75,14961.0,United Kingdom
544037,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,2/15/2011 11:31,2.95,14961.0,United Kingdom
544037,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,2/15/2011 11:31,0.85,14961.0,United Kingdom
544037,22960,JAM MAKING SET WITH JARS,6,2/15/2011 11:31,4.25,14961.0,United Kingdom
544037,22961,JAM MAKING SET PRINTED,12,2/15/2011 11:31,1.45,14961.0,United Kingdom
544037,84987,SET OF 36 TEATIME PAPER DOILIES,12,2/15/2011 11:31,1.45,14961.0,United Kingdom
544037,84991,60 TEATIME FAIRY CAKE CASES,24,2/15/2011 11:31,0.55,14961.0,United Kingdom
544037,21231,SWEETHEART CERAMIC TRINKET BOX,12,2/15/2011 11:31,1.25,14961.0,United Kingdom
544037,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2/15/2011 11:31,1.25,14961.0,United Kingdom
544037,21884,CAKES AND BOWS GIFT  TAPE,12,2/15/2011 11:31,0.65,14961.0,United Kingdom
544037,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,12,2/15/2011 11:31,0.85,14961.0,United Kingdom
