InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
552332,21535,RED RETROSPOT SMALL MILK JUG,6,5/9/2011 10:24,2.55,13908.0,United Kingdom
552332,21035,SET/2 RED RETROSPOT TEA TOWELS ,6,5/9/2011 10:24,3.25,13908.0,United Kingdom
552332,22077,6 RIBBONS RUSTIC CHARM,12,5/9/2011 10:24,1.65,13908.0,United Kingdom
552332,20717,STRAWBERRY SHOPPER BAG,10,5/9/2011 10:24,1.25,13908.0,United Kingdom
552332,21746,SMALL RED RETROSPOT WINDMILL,12,5/9/2011 10:24,1.25,13908.0,United Kingdom
552332,22300,COFFEE MUG DOG + BALL DESIGN,6,5/9/2011 10:24,2.55,13908.0,United Kingdom
552332,22301,COFFEE MUG CAT + BIRD DESIGN,6,5/9/2011 10:24,2.55,13908.0,United Kingdom
552333,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,12,5/9/2011 10:38,7.65,15039.0,United Kingdom
552333,22424,ENAMEL BREAD BIN CREAM,4,5/9/2011 10:38,12.75,15039.0,United Kingdom
552333,21922,UNION STRIPE WITH FRINGE  HAMMOCK,12,5/9/2011 10:38,6.95,15039.0,United Kingdom
552333,23206,LUNCH BAG APPLE DESIGN,10,5/9/2011 10:38,1.65,15039.0,United Kingdom
552333,22423,REGENCY CAKESTAND 3 TIER,1,5/9/2011 10:38,12.75,15039.0,United Kingdom
552333,22383,LUNCH BAG SUKI DESIGN ,10,5/9/2011 10:38,1.65,15039.0,United Kingdom
552333,20727,LUNCH BAG  BLACK SKULL.,1,5/9/2011 10:38,1.65,15039.0,United Kingdom
552333,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,5/9/2011 10:38,1.65,15039.0,United Kingdom
552333,47599B,BLUE PARTY BAGS ,4,5/9/2011 10:38,2.1,15039.0,United Kingdom
552333,47599A,PINK PARTY BAGS,4,5/9/2011 10:38,2.1,15039.0,United Kingdom
552333,23209,LUNCH BAG DOILEY PATTERN ,10,5/9/2011 10:38,1.65,15039.0,United Kingdom
552333,21240,BLUE POLKADOT CUP,8,5/9/2011 10:38,0.85,15039.0,United Kingdom
552333,22951,60 CAKE CASES DOLLY GIRL DESIGN,2,5/9/2011 10:38,0.55,15039.0,United Kingdom
552333,84991,60 TEATIME FAIRY CAKE CASES,2,5/9/2011 10:38,0.55,15039.0,United Kingdom
552333,21212,PACK OF 72 RETROSPOT CAKE CASES,2,5/9/2011 10:38,0.55,15039.0,United Kingdom
552333,84992,72 SWEETHEART FAIRY CAKE CASES,2,5/9/2011 10:38,0.55,15039.0,United Kingdom
552333,22417,PACK OF 60 SPACEBOY CAKE CASES,6,5/9/2011 10:38,0.55,15039.0,United Kingdom
552333,21213,PACK OF 72 SKULL CAKE CASES,2,5/9/2011 10:38,0.55,15039.0,United Kingdom
552333,21974,SET OF 36 PAISLEY FLOWER DOILIES,3,5/9/2011 10:38,1.45,15039.0,United Kingdom
552333,23298,SPOTTY BUNTING,2,5/9/2011 10:38,4.95,15039.0,United Kingdom
552333,20676,RED RETROSPOT BOWL,12,5/9/2011 10:38,1.25,15039.0,United Kingdom
552333,22197,SMALL POPCORN HOLDER,12,5/9/2011 10:38,0.85,15039.0,United Kingdom
552333,21238,RED RETROSPOT CUP,6,5/9/2011 10:38,0.85,15039.0,United Kingdom
552333,21172,PARTY METAL SIGN ,2,5/9/2011 10:38,1.45,15039.0,United Kingdom
552333,71053,WHITE METAL LANTERN,1,5/9/2011 10:38,3.75,15039.0,United Kingdom
552333,21043,APRON MODERN VINTAGE COTTON,2,5/9/2011 10:38,1.95,15039.0,United Kingdom
552333,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,5/9/2011 10:38,2.95,15039.0,United Kingdom
552333,21908,CHOCOLATE THIS WAY METAL SIGN,4,5/9/2011 10:38,2.1,15039.0,United Kingdom
552333,22662,LUNCH BAG DOLLY GIRL DESIGN,4,5/9/2011 10:38,1.65,15039.0,United Kingdom
552333,20726,LUNCH BAG WOODLAND,10,5/9/2011 10:38,1.65,15039.0,United Kingdom
552333,23202,JUMBO BAG VINTAGE LEAF,20,5/9/2011 10:38,2.08,15039.0,United Kingdom
552333,20712,JUMBO BAG WOODLAND ANIMALS,10,5/9/2011 10:38,2.08,15039.0,United Kingdom
552333,23200,JUMBO BAG PEARS,10,5/9/2011 10:38,2.08,15039.0,United Kingdom
552333,85099F,JUMBO BAG STRAWBERRY,20,5/9/2011 10:38,2.08,15039.0,United Kingdom
C552334,22925,BLUE GIANT GARDEN THERMOMETER,-1,5/9/2011 11:24,5.95,12853.0,United Kingdom
C552335,22626,BLACK KITCHEN SCALES,-2,5/9/2011 11:25,8.5,12683.0,France
552336,22088,PAPER BUNTING COLOURED LACE,6,5/9/2011 11:26,2.95,15159.0,United Kingdom
552336,85132A,CHARLIE + LOLA BISCUITS TINS,12,5/9/2011 11:26,1.95,15159.0,United Kingdom
552336,85132B,CHARLIE AND LOLA TABLE TINS,12,5/9/2011 11:26,1.95,15159.0,United Kingdom
552336,85132C,CHARLIE AND LOLA FIGURES TINS,12,5/9/2011 11:26,1.95,15159.0,United Kingdom
552336,85183A,CHARLIE & LOLA WASTEPAPER BIN BLUE,12,5/9/2011 11:26,1.25,15159.0,United Kingdom
552336,85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,12,5/9/2011 11:26,1.25,15159.0,United Kingdom
552336,23202,JUMBO BAG VINTAGE LEAF,10,5/9/2011 11:26,2.08,15159.0,United Kingdom
552336,23298,SPOTTY BUNTING,3,5/9/2011 11:26,4.95,15159.0,United Kingdom
552336,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,5/9/2011 11:26,1.65,15159.0,United Kingdom
552336,22423,REGENCY CAKESTAND 3 TIER,6,5/9/2011 11:26,12.75,15159.0,United Kingdom
552336,22699,ROSES REGENCY TEACUP AND SAUCER ,6,5/9/2011 11:26,2.95,15159.0,United Kingdom
552336,22697,GREEN REGENCY TEACUP AND SAUCER,6,5/9/2011 11:26,2.95,15159.0,United Kingdom
552336,21137,BLACK RECORD COVER FRAME,8,5/9/2011 11:26,3.75,15159.0,United Kingdom
552336,22041,"RECORD FRAME 7"" SINGLE SIZE ",6,5/9/2011 11:26,2.55,15159.0,United Kingdom
552336,82482,WOODEN PICTURE FRAME WHITE FINISH,12,5/9/2011 11:26,2.55,15159.0,United Kingdom
552336,22766,PHOTO FRAME CORNICE,8,5/9/2011 11:26,2.95,15159.0,United Kingdom
552336,22090,PAPER BUNTING RETROSPOT,6,5/9/2011 11:26,2.95,15159.0,United Kingdom
552337,22711,WRAP CIRCUS PARADE,25,5/9/2011 11:34,0.42,12621.0,Germany
552337,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,6,5/9/2011 11:34,2.95,12621.0,Germany
552337,22729,ALARM CLOCK BAKELIKE ORANGE,12,5/9/2011 11:34,3.75,12621.0,Germany
552337,22727,ALARM CLOCK BAKELIKE RED ,8,5/9/2011 11:34,3.75,12621.0,Germany
552337,22725,ALARM CLOCK BAKELIKE CHOCOLATE,8,5/9/2011 11:34,3.75,12621.0,Germany
552337,22730,ALARM CLOCK BAKELIKE IVORY,4,5/9/2011 11:34,3.75,12621.0,Germany
552337,21937,STRAWBERRY   PICNIC BAG,10,5/9/2011 11:34,2.95,12621.0,Germany
552337,22418,10 COLOUR SPACEBOY PEN,24,5/9/2011 11:34,0.85,12621.0,Germany
552337,23206,LUNCH BAG APPLE DESIGN,10,5/9/2011 11:34,1.65,12621.0,Germany
552337,23207,LUNCH BAG ALPHABET DESIGN,10,5/9/2011 11:34,1.65,12621.0,Germany
552337,23204,CHARLOTTE BAG APPLES DESIGN,10,5/9/2011 11:34,0.85,12621.0,Germany
552337,23205,CHARLOTTE BAG VINTAGE ALPHABET ,10,5/9/2011 11:34,0.85,12621.0,Germany
552337,23208,LUNCH BAG VINTAGE LEAF DESIGN,20,5/9/2011 11:34,1.65,12621.0,Germany
552337,20749,ASSORTED COLOUR MINI CASES,4,5/9/2011 11:34,7.95,12621.0,Germany
552337,21051,RIBBONS PURSE ,6,5/9/2011 11:34,2.1,12621.0,Germany
552337,21716,BOYS VINTAGE TIN SEASIDE BUCKET,8,5/9/2011 11:34,2.55,12621.0,Germany
552337,21718,RED METAL BEACH SPADE ,12,5/9/2011 11:34,1.25,12621.0,Germany
552337,21703,BAG 125g SWIRLY MARBLES,12,5/9/2011 11:34,0.42,12621.0,Germany
552337,21705,BAG 500g SWIRLY MARBLES,12,5/9/2011 11:34,1.65,12621.0,Germany
552337,21915,RED  HARMONICA IN BOX ,12,5/9/2011 11:34,1.25,12621.0,Germany
552337,21914,BLUE HARMONICA IN BOX ,12,5/9/2011 11:34,1.25,12621.0,Germany
552337,22549,PICTURE DOMINOES,12,5/9/2011 11:34,1.45,12621.0,Germany
552337,22077,6 RIBBONS RUSTIC CHARM,12,5/9/2011 11:34,1.65,12621.0,Germany
552337,21116,OWL DOORSTOP,3,5/9/2011 11:34,4.95,12621.0,Germany
552337,22972,CHILDREN'S SPACEBOY MUG,12,5/9/2011 11:34,1.65,12621.0,Germany
552337,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,12,5/9/2011 11:34,2.95,12621.0,Germany
552337,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,5/9/2011 11:34,2.95,12621.0,Germany
552337,22629,SPACEBOY LUNCH BOX ,24,5/9/2011 11:34,1.95,12621.0,Germany
552337,22716,CARD CIRCUS PARADE,12,5/9/2011 11:34,0.42,12621.0,Germany
552337,22037,ROBOT BIRTHDAY CARD,12,5/9/2011 11:34,0.42,12621.0,Germany
552337,22029,SPACEBOY BIRTHDAY CARD,12,5/9/2011 11:34,0.42,12621.0,Germany
